Start Time,Reason,Code Version,Inputs Directory,Total Pop,Seed Pop Size,Completed,Sim Length,Timestep,Input Width,Start Pop,End Pop,Peak Pop,Start Date,End Date,Sim Run time,CT Run time,Records Run time,Results Directory,Birth Factor,Death Factor,Recovery Factor,Proportional Recovery Factor,Binominal Sampling,Min Birth Spacing,Peak Memory Usage (MB),Output Record Format,v/M,Stats Run Time,Eligibility Checks,Failed Eligibility Checks
20180706-165839:085,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1056237,31250,TRUE,58439,1y,10y,221365,443051,443051,1/1/1855,01/01/2015,66.35272998,461.7265389,5.34E-06,src/main/resources/valipop/results/batch53-fs/20180706-165839:085,0,0,0.1,0,TRUE,147,7150.063248,NONE,5,383.5183624,,
20180706-170217:845,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,948797,31250,TRUE,58439,1y,10y,205641,390058,390058,1/1/1855,01/01/2015,72.05130113,268.4080142,6.18E-06,src/main/resources/valipop/results/batch53-fs/20180706-170217:845,0,0,0,0.1,TRUE,147,6546.59364,NONE,93,410.3940729,,
20180706-165938:457,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1059481,31250,TRUE,58439,1y,10y,221698,445081,445081,1/1/1855,01/01/2015,70.17786983,488.5627781,6.45E-06,src/main/resources/valipop/results/batch53-fs/20180706-165938:457,0,0,0.1,0,TRUE,147,6724.895872,NONE,60,388.4003718,,
20180706-170245:776,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,972132,31250,TRUE,58439,1y,10y,209583,400944,400944,1/1/1855,01/01/2015,73.52460779,281.7887878,6.07E-06,src/main/resources/valipop/results/batch53-fs/20180706-170245:776,0,0,0,0.1,TRUE,147,6094.55392,NONE,100,412.550638,,
20180706-170008:336,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1061095,31250,TRUE,58439,1y,10y,222239,445365,445365,1/1/1855,01/01/2015,76.06048622,477.234008,6.96E-06,src/main/resources/valipop/results/batch53-fs/20180706-170008:336,0,0,0.1,0,TRUE,147,6994.191192,NONE,5,388.9129756,,
20180706-170351:028,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,952002,31250,TRUE,58439,1y,10y,205493,392826,392826,1/1/1855,01/01/2015,67.5427806,278.5103308,5.67E-06,src/main/resources/valipop/results/batch53-fs/20180706-170351:028,0,0,0,0.1,TRUE,147,6072.7738,NONE,105,404.2268073,,
20180706-170423:670,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,961184,31250,TRUE,58439,1y,10y,207708,396123,396123,1/1/1855,01/01/2015,69.50144515,263.2473852,6.69E-06,src/main/resources/valipop/results/batch53-fs/20180706-170423:670,0,0,0,0.2,TRUE,147,6451.6402,NONE,111,398.2934593,,
20180706-170448:678,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,953684,31250,TRUE,58439,1y,10y,206188,392366,392366,1/1/1855,01/01/2015,69.62613748,264.5344726,6.72E-06,src/main/resources/valipop/results/batch53-fs/20180706-170448:678,0,0,0,0.2,TRUE,147,6647.453728,NONE,63,404.6029774,,
20180706-170518:293,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,958262,31250,TRUE,58439,1y,10y,207517,393765,393765,1/1/1855,01/01/2015,69.62629358,259.9623238,5.82E-06,src/main/resources/valipop/results/batch53-fs/20180706-170518:293,0,0,0,0.2,TRUE,147,6433.565248,NONE,97,402.2187997,,
20180706-170544:589,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,953849,31250,TRUE,58439,1y,10y,206201,391550,391550,1/1/1855,01/01/2015,68.99417773,265.178598,5.18E-06,src/main/resources/valipop/results/batch53-fs/20180706-170544:589,0,0,0,0.2,TRUE,147,7279.574472,NONE,96,397.0675341,,
20180706-170729:059,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1055701,31250,TRUE,58439,1y,10y,220802,443315,443315,1/1/1855,01/01/2015,69.99825573,274.7092145,7.03E-06,src/main/resources/valipop/results/batch53-fs/20180706-170729:059,0,0,0.5,0.5,TRUE,147,6319.885368,NONE,21,339.3105721,,
20180706-170700:109,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187076,31250,TRUE,58439,1y,10y,248385,498887,498887,1/1/1855,01/01/2015,76.05745096,285.0519211,5.95E-06,src/main/resources/valipop/results/batch53-fs/20180706-170700:109,0,0,0.5,0.5,TRUE,147,5358.308248,NONE,27,352.9496459,,
20180706-170756:947,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1060729,31250,TRUE,58439,1y,10y,221831,445636,445636,1/1/1855,01/01/2015,70.86420117,277.1754873,6.72E-06,src/main/resources/valipop/results/batch53-fs/20180706-170756:947,0,0,0.5,0.5,TRUE,147,5601.145464,NONE,18,343.0008272,,
20180706-170839:130,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1193484,31250,TRUE,58439,1y,10y,249965,500752,500752,1/1/1855,01/01/2015,70.74828966,272.5595571,6.26E-06,src/main/resources/valipop/results/batch53-fs/20180706-170839:130,0,0,0.5,0.5,TRUE,147,6159.078304,NONE,17,339.5021707,,
20180706-171451:767,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1071571,31250,TRUE,58439,1y,10y,231223,441589,441589,1/1/1855,01/01/2015,78.5341736,310.6727504,1.92E-06,src/main/resources/valipop/results/batch53-fs/20180706-171451:767,0,0,0,0.1,TRUE,147,7557.918848,NONE,61,425.0142214,,
20180706-171537:117,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1154685,31250,TRUE,58439,1y,10y,248616,476346,476346,1/1/1855,01/01/2015,85.14590127,298.7620481,2.16E-06,src/main/resources/valipop/results/batch53-fs/20180706-171537:117,0,0,0,0.1,TRUE,147,7543.37004,NONE,21,429.2934367,,
20180706-171638:064,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1064656,31250,TRUE,58439,1y,10y,230245,437935,437935,1/1/1855,01/01/2015,76.06813453,272.753705,1.92E-06,src/main/resources/valipop/results/batch53-fs/20180706-171638:064,0,0,0,0.2,TRUE,147,7692.89436,NONE,27,405.103309,,
20180706-171624:611,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1071575,31250,TRUE,58439,1y,10y,232424,441367,441367,1/1/1855,01/01/2015,74.33612206,289.4937834,2.07E-06,src/main/resources/valipop/results/batch53-fs/20180706-171624:611,0,0,0,0.1,TRUE,147,7607.62924,NONE,48,409.6647315,,
20180706-171354:842,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1193840,31250,TRUE,58439,1y,10y,250106,501113,501113,1/1/1855,01/01/2015,73.51865213,476.661304,1.60E-06,src/main/resources/valipop/results/batch53-fs/20180706-171354:842,0,0,0.1,0,TRUE,147,6561.594384,NONE,81,400.0826539,,
20180706-171733:135,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1114250,31250,TRUE,58439,1y,10y,240806,458836,458836,1/1/1855,01/01/2015,80.30587272,285.3551726,2.30E-06,src/main/resources/valipop/results/batch53-fs/20180706-171733:135,0,0,0,0.2,TRUE,147,7872.051,NONE,23,420.0958344,,
20180706-171710:580,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1204952,31250,TRUE,58439,1y,10y,260002,497092,497092,1/1/1855,01/01/2015,86.82675229,296.5289433,1.87E-06,src/main/resources/valipop/results/batch53-fs/20180706-171710:580,0,0,0,0.2,TRUE,147,8009.996344,NONE,21,435.5188477,,
20180706-171758:806,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1065458,31250,TRUE,58439,1y,10y,231077,437685,437685,1/1/1855,01/01/2015,76.18398614,293.2893167,2.00E-06,src/main/resources/valipop/results/batch53-fs/20180706-171758:806,0,0,0,0.2,TRUE,147,7797.715304,NONE,20,409.4788965,,
20180706-171856:338,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1200097,31250,TRUE,58439,1y,10y,250977,504026,504026,1/1/1855,01/01/2015,78.54786007,292.2292198,2.44E-06,src/main/resources/valipop/results/batch53-fs/20180706-171856:338,0,0,0.5,0.5,TRUE,147,7520.96924,NONE,17,350.859149,,
20180706-172005:388,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1189337,31250,TRUE,58439,1y,10y,248972,499222,499222,1/1/1855,01/01/2015,69.92762321,255.9942341,1.95E-06,src/main/resources/valipop/results/batch53-fs/20180706-172005:388,0,0,0.5,0.5,TRUE,147,7456.878776,NONE,18,341.353106,,
20180706-171857:647,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1325581,31250,TRUE,58439,1y,10y,277425,556875,556875,1/1/1855,01/01/2015,86.50052651,289.9195166,2.01E-06,src/main/resources/valipop/results/batch53-fs/20180706-171857:647,0,0,0.5,0.5,TRUE,147,7764.541832,NONE,71,363.3012944,,
20180706-171931:346,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1186151,31250,TRUE,58439,1y,10y,248121,498427,498427,1/1/1855,01/01/2015,80.16878828,295.2761074,2.25E-06,src/main/resources/valipop/results/batch53-fs/20180706-171931:346,0,0,0.5,0.5,TRUE,147,7953.65332,NONE,43,349.8587975,,
20180706-171529:150,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1191916,31250,TRUE,58439,1y,10y,249458,500741,500741,1/1/1855,01/01/2015,77.21020232,493.3423888,2.13E-06,src/main/resources/valipop/results/batch53-fs/20180706-171529:150,0,0,0.1,0,TRUE,147,7495.168104,NONE,81,405.2402108,,
20180706-171553:853,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1192498,31250,TRUE,58439,1y,10y,249909,500540,500540,1/1/1855,01/01/2015,84.91563429,500.6460052,2.09E-06,src/main/resources/valipop/results/batch53-fs/20180706-171553:853,0,0,0.1,0,TRUE,147,7781.731512,NONE,79,407.8440953,,
20180706-170320:086,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,960477,31250,TRUE,58439,1y,10y,208809,394085,394085,1/1/1855,01/01/2015,165.447837,641.4919386,8.07E-06,src/main/resources/valipop/results/batch53-fs/20180706-170320:086,0,0,0,0.1,TRUE,147,5270.904272,NONE,117,971.0696643,,
20180706-165907:348,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1058574,31250,TRUE,58439,1y,10y,221706,444396,444396,1/1/1855,01/01/2015,164.7071083,1129.407178,8.14E-06,src/main/resources/valipop/results/batch53-fs/20180706-165907:348,0,0,0.1,0,TRUE,147,6848.986848,NONE,15,929.8330974,,
20180706-172828:272,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1082541,31250,TRUE,58439,1y,10y,233789,445927,445927,1/1/1855,01/01/2015,79.16217439,301.6072092,2.25E-06,src/main/resources/valipop/results/batch53-fs/20180706-172828:272,0,0,0,0.1,TRUE,147,8500.844248,NONE,63,426.0611315,,
20180706-172920:481,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1046938,31250,TRUE,58439,1y,10y,226219,430939,430939,1/1/1855,01/01/2015,73.04844507,279.3575293,1.96E-06,src/main/resources/valipop/results/batch53-fs/20180706-172920:481,0,0,0,0.1,TRUE,147,7717.340272,NONE,50,408.5427743,,
20180706-172912:780,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1060102,31250,TRUE,58439,1y,10y,228348,437153,437153,1/1/1855,01/01/2015,77.55493223,281.0503786,1.92E-06,src/main/resources/valipop/results/batch53-fs/20180706-172912:780,0,0,0,0.1,TRUE,147,7905.655944,NONE,23,418.8152792,,
20180706-172914:208,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1207754,31250,TRUE,58439,1y,10y,260474,497602,497602,1/1/1855,01/01/2015,86.02916085,286.0300286,1.65E-06,src/main/resources/valipop/results/batch53-fs/20180706-172914:208,0,0,0,0.2,TRUE,147,7648.578048,NONE,22,424.4007403,,
20180706-173100:438,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1192032,31250,TRUE,58439,1y,10y,249411,500465,500465,1/1/1855,01/01/2015,78.78686737,274.0570835,2.17E-06,src/main/resources/valipop/results/batch53-fs/20180706-173100:438,0,0,0.5,0.5,TRUE,147,7556.891432,NONE,20,351.4299842,,
20180706-173120:167,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1197690,31250,TRUE,58439,1y,10y,250515,503133,503133,1/1/1855,01/01/2015,77.46227941,267.7172194,2.00E-06,src/main/resources/valipop/results/batch53-fs/20180706-173120:167,0,0,0.5,0.5,TRUE,147,7787.2478,NONE,17,348.0649783,,
20180706-173115:055,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1331137,31250,TRUE,58439,1y,10y,278580,558310,558310,1/1/1855,01/01/2015,77.02814233,276.7754815,1.73E-06,src/main/resources/valipop/results/batch53-fs/20180706-173115:055,0,0,0.5,0.5,TRUE,147,7921.538696,NONE,41,357.2282067,,
20180706-173041:143,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1065849,31250,TRUE,58439,1y,10y,229933,438982,438982,1/1/1855,01/01/2015,77.77792489,276.4319301,1.84E-06,src/main/resources/valipop/results/batch53-fs/20180706-173041:143,0,0,0,0.2,TRUE,147,7609.296912,NONE,22,412.0095596,,
20180706-173051:912,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1105331,31250,TRUE,58439,1y,10y,239007,454892,454892,1/1/1855,01/01/2015,80.38327623,277.749149,1.80E-06,src/main/resources/valipop/results/batch53-fs/20180706-173051:912,0,0,0,0.2,TRUE,147,7982.840536,NONE,25,417.677105,,
20180706-173139:282,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1328171,31250,TRUE,58439,1y,10y,278023,557614,557614,1/1/1855,01/01/2015,88.78291048,299.3659263,1.87E-06,src/main/resources/valipop/results/batch53-fs/20180706-173139:282,0,0,0.5,0.5,TRUE,147,7963.982888,NONE,85,367.3100416,,
20180706-173059:880,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1196107,31250,TRUE,58439,1y,10y,258620,493237,493237,1/1/1855,01/01/2015,83.19433868,288.9322383,2.21E-06,src/main/resources/valipop/results/batch53-fs/20180706-173059:880,0,0,0,0.2,TRUE,147,8246.2884,NONE,22,429.1479382,,
20180706-172947:556,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1195964,31250,TRUE,58439,1y,10y,250513,502218,502218,1/1/1855,01/01/2015,72.35937379,463.8705054,1.84E-06,src/main/resources/valipop/results/batch53-fs/20180706-172947:556,0,0,0.1,0,TRUE,147,7144.22468,NONE,84,396.3363375,,
20180706-173147:687,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1186975,31250,TRUE,58439,1y,10y,248520,498299,498299,1/1/1855,01/01/2015,76.45688397,499.4079271,1.86E-06,src/main/resources/valipop/results/batch53-fs/20180706-173147:687,0,0,0.1,0,TRUE,147,8102.457208,NONE,78,402.5967277,,
20180706-173229:826,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1186795,31250,TRUE,58439,1y,10y,248310,498341,498341,1/1/1855,01/01/2015,83.44538058,471.9517387,1.93E-06,src/main/resources/valipop/results/batch53-fs/20180706-173229:826,0,0,0.1,0,TRUE,147,7961.370376,NONE,82,405.3181761,,
20180706-174308:752,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1215267,31250,TRUE,58439,1y,10y,254355,509771,509771,1/1/1855,01/01/2015,70.17679737,252.2368896,1.96E-06,src/main/resources/valipop/results/batch53-fs/20180706-174308:752,0,0,0.5,0.6,TRUE,147,7915.702808,NONE,22,343.8414037,,
20180706-174255:809,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1186402,31250,TRUE,58439,1y,10y,248346,498689,498689,1/1/1855,01/01/2015,76.81867246,267.2338023,1.85E-06,src/main/resources/valipop/results/batch53-fs/20180706-174255:809,0,0,0.5,0.6,TRUE,147,7701.250256,NONE,18,350.2039901,,
20180706-174247:051,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1196225,31250,TRUE,58439,1y,10y,250436,502041,502041,1/1/1855,01/01/2015,78.50156105,280.9462793,1.79E-06,src/main/resources/valipop/results/batch53-fs/20180706-174247:051,0,0,0.5,0.6,TRUE,147,7795.195936,NONE,16,349.2325617,,
20180706-174203:484,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187967,31250,TRUE,58439,1y,10y,248585,498434,498434,1/1/1855,01/01/2015,79.82856674,296.6447649,1.93E-06,src/main/resources/valipop/results/batch53-fs/20180706-174203:484,0,0,0.1,0.1,TRUE,147,8261.54812,NONE,20,393.6530004,,
20180706-174233:062,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1141837,31250,TRUE,58439,1y,10y,239083,479245,479245,1/1/1855,01/01/2015,77.57960793,269.5436531,1.85E-06,src/main/resources/valipop/results/batch53-fs/20180706-174233:062,0,0,0.1,0.2,TRUE,147,7877.252552,NONE,24,394.9561591,,
20180706-174157:264,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1189816,31250,TRUE,58439,1y,10y,249069,499540,499540,1/1/1855,01/01/2015,83.72466524,316.3260416,1.92E-06,src/main/resources/valipop/results/batch53-fs/20180706-174157:264,0,0,0.1,0.1,TRUE,147,8424.388624,NONE,20,410.2366089,,
20180706-174212:776,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1192760,31250,TRUE,58439,1y,10y,249859,500340,500340,1/1/1855,01/01/2015,83.56134318,305.3611633,2.22E-06,src/main/resources/valipop/results/batch53-fs/20180706-174212:776,0,0,0.1,0.1,TRUE,147,7905.842496,NONE,20,407.1422713,,
20180706-174329:617,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1194106,31250,TRUE,58439,1y,10y,250130,501539,501539,1/1/1855,01/01/2015,82.371558,277.9974469,1.93E-06,src/main/resources/valipop/results/batch53-fs/20180706-174329:617,0,0,0.1,0.2,TRUE,147,8590.706048,NONE,22,388.39807,,
20180706-174417:482,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187292,31250,TRUE,58439,1y,10y,248379,498425,498425,1/1/1855,01/01/2015,79.02403416,276.3831464,1.68E-06,src/main/resources/valipop/results/batch53-fs/20180706-174417:482,0,0,0.5,0.6,TRUE,147,8012.54136,NONE,15,354.6258007,,
20180706-174423:700,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1192217,31250,TRUE,58439,1y,10y,249671,500844,500844,1/1/1855,01/01/2015,80.43980322,288.2134544,2.59E-06,src/main/resources/valipop/results/batch53-fs/20180706-174423:700,0,0,0.1,0.2,TRUE,147,8521.452328,NONE,19,397.965246,,
20180706-174350:002,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1283613,31250,TRUE,58439,1y,10y,268736,539118,539118,1/1/1855,01/01/2015,90.93558326,300.7845811,2.14E-06,src/main/resources/valipop/results/batch53-fs/20180706-174350:002,0,0,0.1,0.2,TRUE,147,8488.313592,NONE,22,410.6002978,,
20180706-174523:516,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1190324,31250,TRUE,58439,1y,10y,248973,500107,500107,1/1/1855,01/01/2015,70.75659992,465.3048836,1.85E-06,src/main/resources/valipop/results/batch53-fs/20180706-174523:516,0,0,0.2,0,TRUE,147,6954.05548,NONE,64,380.9924991,,
20180706-173303:678,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1062532,31250,TRUE,58439,1y,10y,230672,435606,435606,1/1/1855,01/01/2015,175.228118,665.0024687,2.73E-06,src/main/resources/valipop/results/batch53-fs/20180706-173303:678,0,0,0,0.1,TRUE,147,7567.481144,NONE,38,1023.036277,,
20180706-174808:586,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1295455,31250,TRUE,58439,1y,10y,270813,543934,543934,1/1/1855,01/01/2015,81.95780178,493.4848932,1.72E-06,src/main/resources/valipop/results/batch53-fs/20180706-174808:586,0,0,0.2,0,TRUE,147,8356.873536,NONE,8,399.0326621,,
20180706-174834:305,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1326485,31250,TRUE,58439,1y,10y,277756,557122,557122,1/1/1855,01/01/2015,90.88177069,494.8140964,1.87E-06,src/main/resources/valipop/results/batch53-fs/20180706-174834:305,0,0,0.2,0,TRUE,147,7257.965552,NONE,83,407.2211546,,
20180706-175417:688,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1186823,31250,TRUE,58439,1y,10y,248483,498330,498330,1/1/1855,01/01/2015,68.59702977,256.2854784,2.01E-06,src/main/resources/valipop/results/batch53-fs/20180706-175417:688,0,0,0.5,0.6,TRUE,147,7588.614624,NONE,30,338.3256255,,
20180706-175432:747,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1186324,31250,TRUE,58439,1y,10y,248355,498212,498212,1/1/1855,01/01/2015,76.38729561,273.3255905,1.89E-06,src/main/resources/valipop/results/batch53-fs/20180706-175432:747,0,0,0.5,0.6,TRUE,147,8129.682496,NONE,45,354.4534452,,
20180706-175438:144,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187475,31250,TRUE,58439,1y,10y,248458,498615,498615,1/1/1855,01/01/2015,78.46251892,272.2986224,1.88E-06,src/main/resources/valipop/results/batch53-fs/20180706-175438:144,0,0,0.5,0.6,TRUE,147,8208.632536,NONE,22,353.1576575,,
20180706-175457:363,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1193292,31250,TRUE,58439,1y,10y,249805,500543,500543,1/1/1855,01/01/2015,81.08980692,282.1764313,1.81E-06,src/main/resources/valipop/results/batch53-fs/20180706-175457:363,0,0,0.1,0.2,TRUE,147,8245.96316,NONE,19,399.8603902,,
20180706-175456:131,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1218214,31250,TRUE,58439,1y,10y,254908,511102,511102,1/1/1855,01/01/2015,80.97203319,303.8880609,2.29E-06,src/main/resources/valipop/results/batch53-fs/20180706-175456:131,0,0,0.1,0.1,TRUE,147,8347.95004,NONE,25,407.0452743,,
20180706-175610:183,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1275591,31250,TRUE,58439,1y,10y,267114,535870,535870,1/1/1855,01/01/2015,85.38213825,283.8228218,2.00E-06,src/main/resources/valipop/results/batch53-fs/20180706-175610:183,0,0,0.5,0.6,TRUE,147,8589.810648,NONE,37,363.0633645,,
20180706-175531:387,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187188,31250,TRUE,58439,1y,10y,248650,498018,498018,1/1/1855,01/01/2015,82.50962116,293.751578,2.30E-06,src/main/resources/valipop/results/batch53-fs/20180706-175531:387,0,0,0.1,0.1,TRUE,147,8394.637328,NONE,22,411.9813128,,
20180706-175600:812,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187496,31250,TRUE,58439,1y,10y,248424,498336,498336,1/1/1855,01/01/2015,81.72341445,277.4713487,1.92E-06,src/main/resources/valipop/results/batch53-fs/20180706-175600:812,0,0,0.1,0.2,TRUE,147,8489.804232,NONE,19,402.0912154,,
20180706-175530:291,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187593,31250,TRUE,58439,1y,10y,248483,498580,498580,1/1/1855,01/01/2015,83.5709856,307.6736318,2.11E-06,src/main/resources/valipop/results/batch53-fs/20180706-175530:291,0,0,0.1,0.1,TRUE,147,8427.566912,NONE,18,417.7264071,,
20180706-175712:732,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1192608,31250,TRUE,58439,1y,10y,249740,500695,500695,1/1/1855,01/01/2015,79.71673971,277.8405121,2.43E-06,src/main/resources/valipop/results/batch53-fs/20180706-175712:732,0,0,0.1,0.2,TRUE,147,8457.775824,NONE,24,399.1594517,,
20180706-175714:911,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1188330,31250,TRUE,58439,1y,10y,248765,498639,498639,1/1/1855,01/01/2015,83.31991585,271.4405259,1.92E-06,src/main/resources/valipop/results/batch53-fs/20180706-175714:911,0,0,0.1,0.2,TRUE,147,8584.980368,NONE,22,399.8059681,,
20180706-173617:047,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187289,31250,TRUE,58439,1y,10y,248574,498296,498296,1/1/1855,01/01/2015,180.5013527,1121.835432,2.57E-06,src/main/resources/valipop/results/batch53-fs/20180706-173617:047,0,0,0.1,0,TRUE,147,7040.97612,NONE,81,961.7876412,,
20180706-180042:922,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1191304,31250,TRUE,58439,1y,10y,249519,500176,500176,1/1/1855,01/01/2015,70.99774146,470.1003218,1.79E-06,src/main/resources/valipop/results/batch53-fs/20180706-180042:922,0,0,0.2,0,TRUE,147,8204.776264,NONE,79,378.8521401,,
20180706-180523:348,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1185864,31250,TRUE,58439,1y,10y,248270,497717,497717,1/1/1855,01/01/2015,69.307258,250.9300552,1.90E-06,src/main/resources/valipop/results/batch53-fs/20180706-180523:348,0,0,0.5,0.6,TRUE,147,8311.456256,NONE,22,343.1660615,,
20180706-180619:502,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1191954,31250,TRUE,58439,1y,10y,249241,500043,500043,1/1/1855,01/01/2015,77.75682445,267.4125507,2.13E-06,src/main/resources/valipop/results/batch53-fs/20180706-180619:502,0,0,0.5,0.6,TRUE,147,8263.877208,NONE,19,350.9759163,,
20180706-180624:337,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1322058,31250,TRUE,58439,1y,10y,276428,554963,554963,1/1/1855,01/01/2015,86.36599949,286.2803082,2.30E-06,src/main/resources/valipop/results/batch53-fs/20180706-180624:337,0,0,0.5,0.6,TRUE,147,8519.166,NONE,21,363.7257083,,
20180706-180825:174,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1184971,31250,TRUE,58439,1y,10y,248176,497854,497854,1/1/1855,01/01/2015,80.01609225,263.8644938,1.92E-06,src/main/resources/valipop/results/batch53-fs/20180706-180825:174,0,0,0.5,0.6,TRUE,147,8471.121832,NONE,22,349.9885993,,
20180706-180743:003,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1190578,31250,TRUE,58439,1y,10y,249170,499673,499673,1/1/1855,01/01/2015,81.24506738,274.3933077,2.13E-06,src/main/resources/valipop/results/batch53-fs/20180706-180743:003,0,0,0.1,0.2,TRUE,147,8416.489448,NONE,23,397.4098564,,
20180706-180810:376,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1189479,31250,TRUE,58439,1y,10y,249144,499865,499865,1/1/1855,01/01/2015,77.66933395,282.9680014,1.75E-06,src/main/resources/valipop/results/batch53-fs/20180706-180810:376,0,0,0.1,0.1,TRUE,147,8615.61872,NONE,21,400.4638558,,
