Start Time,Reason,Code Version,Inputs Directory,Total Pop,Completed,Sim Length,Timestep,Input Width,Start Pop,End Pop,Peak Pop,Start Date,End Date,Sim Run time,CT Run time,Records Run time,Results Directory,Birth Factor
20170810-010445:563,bf-search-c,dev-bf,src/main/resources/scotland_test_population,4192615,true,58804,1y,10y,718278,693847,718120,1/1/1855,1/1/2016,198.181258019,490.617032791,70.008945169,results/bf-search-c/20170810-010445:563,0.0
20170810-011724:370,bf-search-c,dev-bf,src/main/resources/scotland_test_population,4192664,true,58804,1y,10y,718292,693860,718127,1/1/1855,1/1/2016,183.08377439,429.249355591,63.495329226,results/bf-search-c/20170810-011724:370,0.0
20170810-010728:692,bf-search-detailed-d,dev-bf,src/main/resources/scotland_test_population,8385191,true,58804,1y,10y,1436549,1387674,1436236,1/1/1855,1/1/2016,531.184344829,805.726891474,154.642580547,results/bf-search-detailed-d/20170810-010728:692,4.5999999999999986E-5
20170810-012840:199,bf-search-c,dev-bf,src/main/resources/scotland_test_population,4192639,true,58804,1y,10y,718288,693858,718127,1/1/1855,1/1/2016,190.794863171,481.928790191,64.949031276,results/bf-search-c/20170810-012840:199,0.0
20170810-014057:873,bf-search-c,dev-bf,src/main/resources/scotland_test_population,4192587,true,58804,1y,10y,718270,693842,718116,1/1/1855,1/1/2016,192.312016279,499.74822665,72.561946343,results/bf-search-c/20170810-014057:873,0.0
20170810-013220:246,bf-search-detailed-d,dev-bf,src/main/resources/scotland_test_population,8385202,true,58804,1y,10y,1436550,1387674,1436230,1/1/1855,1/1/2016,537.60157062,913.915468725,153.373149902,results/bf-search-detailed-d/20170810-013220:246,4.6999999999999984E-5
20170810-005426:048,bf-search-e,dev-bf,src/main/resources/scotland_test_population,16770244,true,58804,1y,10y,2873079,2775232,2872468,1/1/1855,1/1/2016,1341.452694484,2671.976312772,834.991930335,results/bf-search-e/20170810-005426:048,2.3E-5
20170810-015905:137,bf-search-detailed-d,dev-bf,src/main/resources/scotland_test_population,8385160,true,58804,1y,10y,1436544,1387671,1436225,1/1/1855,1/1/2016,576.063954405,849.370173688,138.551055243,results/bf-search-detailed-d/20170810-015905:137,4.799999999999998E-5
20170810-022509:123,bf-search-detailed-d,dev-bf,src/main/resources/scotland_test_population,8385254,true,58804,1y,10y,1436562,1387692,1436243,1/1/1855,1/1/2016,501.776576491,774.820054332,141.505263792,results/bf-search-detailed-d/20170810-022509:123,4.899999999999998E-5
20170810-024847:225,bf-search-detailed-d,dev-bf,src/main/resources/scotland_test_population,8385742,true,58804,1y,10y,1436666,1387783,1436353,1/1/1855,1/1/2016,520.001962299,878.279213096,135.765729143,results/bf-search-detailed-d/20170810-024847:225,4.9999999999999975E-5
20170810-021514:469,bf-search-e,dev-bf,src/main/resources/scotland_test_population,16770368,true,58804,1y,10y,2873114,2775252,2872491,1/1/1855,1/1/2016,1249.978467321,2474.36567129,733.86784966,results/bf-search-e/20170810-021514:469,2.4E-5
20170810-031421:272,bf-search-detailed-d,dev-bf,src/main/resources/scotland_test_population,8386677,true,58804,1y,10y,1436878,1388006,1436563,1/1/1855,1/1/2016,536.590829825,863.928680548,131.217957034,results/bf-search-detailed-d/20170810-031421:272,5.099999999999997E-5
20170810-033953:010,bf-search-detailed-d,dev-bf,src/main/resources/scotland_test_population,8388218,true,58804,1y,10y,1437207,1388444,1436899,1/1/1855,1/1/2016,501.270001835,850.324732023,134.826015601,results/bf-search-detailed-d/20170810-033953:010,5.199999999999997E-5
20170810-040439:431,bf-search-detailed-d,dev-bf,src/main/resources/scotland_test_population,8389745,true,58804,1y,10y,1437488,1388937,1437179,1/1/1855,1/1/2016,522.18537212,908.702362942,150.250258584,results/bf-search-detailed-d/20170810-040439:431,5.299999999999997E-5
20170810-032932:682,bf-search-e,dev-bf,src/main/resources/scotland_test_population,16770945,true,58804,1y,10y,2873236,2775382,2872609,1/1/1855,1/1/2016,1272.477372061,2665.622876883,907.67776014,results/bf-search-e/20170810-032932:682,2.5E-5
20170810-043100:570,bf-search-detailed-d,dev-bf,src/main/resources/scotland_test_population,8391568,true,58804,1y,10y,1437806,1389520,1437502,1/1/1855,1/1/2016,549.946681626,870.36525318,126.827435221,results/bf-search-detailed-d/20170810-043100:570,5.3999999999999964E-5
